nfdi_uri,label,year,parentLabel,subjects
https://www.deckenmalerei.eu/6a8e00cd-c3db-4c30-87e3-1e032a7072fa,"Erfurt, Statthalterei (Staatskanzlei)","1540, 1595,. 1711-1720, 1733, 1818-1825",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6ad34366-d81d-4032-9082-c28f130089ee,"Schwerin, Schelfmarkt 2",1740,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6ad52bbf-5869-4736-97dd-88bbe89f9d13,"München, Theatinerkirche St. Kajetan",1663/1688,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6adf5ed6-71fe-4352-b13a-655469c5ecb7,"Hamburg, Deichstraße 45",1663,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6ae0e8fd-dede-46fa-a003-632d6cde8b50,"Tetenbüll, sog. Staatshof","1600-1700, 1747-1760",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6ae3d627-60a8-4008-abc5-92cc7b0929ee,"Birkenstein, Wallfahrtskirche Mariä Himmelfahrt","1710, um 1760",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b028326-e216-4191-ba76-7d93ac3c1bc0,"Weilheim, Leichenhaus","1661, 1761",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b1f1ef2-da2e-4f2b-be81-dea27ce15156,"Stralsund, Katharinenberg 14",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b3a64ea-f90e-4db4-ae5e-04bc9aeb3b24,"Arnried, Filialkirche St. Hilaria und Afra",1759,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b3cfcac-3d32-4feb-bf64-14ec06dea3ae,"Eyba, Rittergut",1553-1555,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b495f2d-9a17-4205-9b31-d06a18e9bd28,"Eggermühlen, Rittergut (sog. Schloss)","1714-1718, 1765-1775",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b76c171-21b8-4f63-9e8e-19d661d078f1,"München, Schloss Nymphenburg, Badenburg",1718-1721,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6b839fc0-6f4b-11ea-9863-9f43b44be53c,"Illerfeld, Schloss","1790-1792, Umabuten 1820 -1830",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6bfe426b-4826-4fe2-872b-83291e9cf1a0,"Dresden, Katholische Hofkirche SS. Trinitatis",1739-1750,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6c413931-b2a7-4bc7-9641-3ccb17e73ee2,"Hildesheim, Hinterer Brühl 15",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6c96a3b4-eb3f-47f7-af30-dae59672d1ab,"München, Kirche und Kloster der ehem. Paulaner",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6cd04578-ad57-40d0-a845-d26942906e94,"Tinnum, Alte Landvogtei",1649,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6ce20f04-7d84-4e38-baf9-6566c80e282f,"Mahlberg, Schlosskapelle","1687, 1761",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d04729c-0452-43a8-ad7f-46d02ec02b70,"Steingaden, ehem. Prämonstratenserabteikirche Johannes der Täufer","um 1176, um 1663, um 1740",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d19b4fd-3ab8-4a60-9edf-f9b08bc41a93,"Oberspier, Jagdschloss zum Possen","1732-1738, 1760-1762",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d1cda2b-2ec6-4a5e-bbb6-185f90f67d3d,"Puttgarden, ehem. Bauernhof Wilder",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d26fad0-c4fa-11e9-ba3b-056cb58d1f03,"Heimsheim, Grävenitz'sches Schloss, heute Rathaus",1729-1732,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d3ac81f-c40b-41ad-9e59-e4c74297d5c3,"Poxau, Schloss",ab 1710,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6d83e99b-9011-467a-9e20-dd79a0374b9f,"Bamberg, Pfahlplätzchen 2","1700, 1735",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6dd45211-b903-414e-9a42-d9a3bea04b08,"Wahn, Haus Wahn, sog. Schloss",1753-1757,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6e612daf-b929-4390-98e6-c0bb1a4b01ab,"Osnabrück, Haus Marienstraße 17",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6f2a4e1d-5e23-416e-b801-072e52fdf5c1,"Oberlödla, ehem. Gut",1682,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6fa74bab-dd82-4bb0-995c-167790781223,"Augsburg, Cobres'sches Haus","Neubau 1768, auf antikem und mittelalterlichen Fundament",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/70183337-8ad2-4411-8608-83c7fccb64e1,"Elbach, Pfarrkirche St. Andreas","1689, 1722",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/70642af8-b5b5-4468-8d1f-d59a4cd58ba3,"Pfaueninsel, Meierei",1794-1795,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/707cf3aa-498c-4940-ac0a-4bab65c4fe02,"Prittriching, Pfarrkirche St. Peter und Paul","spätgotisch, 1753",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/70ea0dc6-3651-4589-916b-ebe7bc4751f4,"Siegertsbrunn, Pfarrkirche St. Peter",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/70f1cedd-7fd8-4a29-a996-b6d564e5e286,"Dießen a. Ammersee, ehem. Augustiner-Chorherrenstiftskirche",1722/1732-1739,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/71201978-d084-49d4-914f-d5225b407fed,"Hohenbrunn, Pfarrkirche St. Stephan","1670, 1723",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/717b83d5-021f-4bd4-be2c-6028fdc63403,"Würzburg, Residenz",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/7180ef3e-3c61-44e0-8d7a-fdf8fa154875,"Weimar, Wittumspalais","1767-1769, 1775",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/72029e1f-ef79-43ba-a491-016b4f8c2a48,"Groitzsch, Berndorfer Mühle",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/72320fe6-5f20-4f93-bd90-914e23544978,"Duttenstein, Jagdschloss",1564–1572,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/727c8334-4eb4-4c30-a127-f84ede95875e,"Jachenau, Pfarrkirche St. Nikolaus","gotisch, 1718, 1787",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/72a20934-2216-4425-bf04-2e91f11ac41a,"Raesfeld, Haus Raesfeld","1259, 1604-1606, 1643-1658, 1922-1926, 1953-1961",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/72ce2a17-5e4f-4de0-8487-2884d71e314b,"Bad Säckingen, Gartenpavillon",um 1720,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/73714900-e664-4c6a-a0b5-39276b50b488,"Schorndorf, Rathaus, Gerichtsstube, heute im Stadtmuseum",1726–1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/73830ad6-a4b1-40b0-a41e-624dd5663a97,"Brakel, Haus Rheder",1750,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/73a7ca44-bd25-49b9-a310-e5429538cb9b,"Schliersee, Kapelle St. Nikolaus","spätgotisch, 1635",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/7415632c-d9bd-44b2-ab92-632f4134bca3,"Oberdießen, Pfarrkirche St. Rupert","15. Jh., um 1740",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/7442ace7-01c9-44db-9948-4791fb1897a7,"Montabaur, Schloss","Mittelalterlich, 1686-1696 Neu- und Umbau",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/74dc9351-b327-4cd6-9a57-a50f3e68acaa,"Bamberg, Haus Hofrat Georg Dientzenhofer, Schillerplatz 16",1745-1746,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/74ed134e-0f70-47f3-b209-cd283a64b37d,"Hannover-Herrenhausen, Fürstenhaus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/751bfff2-1346-4463-b90d-33e6882d0135,"Nürnberg, Äußerer Laufer Platz 5, Decke mit „Grillen“, heute im Stadtmuseum Fembohaus","1535, 1617",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/75450bcf-1cd8-4033-9a59-6bf3cd55921a,"Oberschleißheim, Schloss Lustheim",1684,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/757b581f-f4a7-4d4f-a106-eda26aa1529f,"Schloss Wilhelmsthal, Corps de logis","1709-1714, 1743-1744",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/75cb406e-5f2a-46e4-bdf9-51cf1be04957,"Sindelsdorf, Pfarrkirche St. Georg","1699, um 1780",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/75df3f1f-6937-4c92-b204-4ce261345989,"Berlin, Schloss Charlottenburg","1695-1712, 1740-1742, 1787",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/76645f65-8493-47bb-82bb-0fa24ef2e200,"Saarbrücken, Schloss",1738-1748; 1810; 1982-1989,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/766547ae-938d-4e66-a5ff-c84d0604333d,"Westerland, ehem. Haus Lorens Petersen de Hahn",1699,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/76de089a-02c5-4fff-8cfa-e1a24ef98f31,"München, Kapelle im ehem. Stadthaus des Klosters Ettal",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/76e1ef45-4435-4213-8097-cde8bd4bd631,"Unterweilbach, Schlosskapelle St. Martin","1692, 1805, 1845, 1926",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/770108e0-c5c0-11e9-bae7-59743fb301a8,"Stuttgart, Schloss Solitude, Kavaliershäuser",1763-1766,,http://vocab.getty.edu/aat/300004792
